district,season,record_month,temperature_c,humidity_pct,wind_speed_kmh,surface_pressure_hpa,crop_fires_detected,blue_mean,blue_std,blue_skewness,blue_high_ratio,blue_dominance,laplacian_var,sobel_mean,edge_density,hsi_saturation_mean,haze_index,dark_channel_mean,fft_high_energy_ratio,gray_contrast,blue_red_ratio,local_variance_mean,hot_index,ndsi_index,modis_aod,pm25_target,pm25_waqi_ref,severity_class,label_source,source_image_id
Gujranwala,Monsoon,7,31.4,74.0,5.4,978.3,2,172.431,12.512,-0.142,0.2525,0.99,119.129,22.901,0.0,0.0342,8.492,171.382,0.00026,51.0,0.9728,47.893,0.249,-0.014,1.5,50.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-10
Gujranwala,Monsoon,8,27.1,95.0,2.6,976.0,1,127.436,17.072,1.302,0.2192,1.006,40.756,14.982,0.0027,0.1638,2.675,115.267,0.00013,53.0,1.1056,22.367,0.194,0.05,0.4,20.4,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-08-05
Gujranwala,Monsoon,7,28.5,86.0,4.8,975.5,2,165.006,17.722,0.868,0.2837,1.009,68.096,12.566,0.0215,0.0236,9.05,161.516,0.00019,43.0,1.01,35.045,0.247,0.005,1.1,52.0,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-07-15
Gujranwala,Autumn_Harvest,10,23.2,71.0,5.5,986.2,6,68.765,8.105,0.979,0.2348,0.745,84.003,12.584,0.0,0.3592,1.06,68.765,0.00035,18.0,0.6751,9.64,-0.01,-0.194,0.49,36.2,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-15
Gujranwala,Monsoon,8,31.3,67.0,4.7,978.5,1,77.874,10.322,1.289,0.2069,0.842,33.569,9.09,0.0,0.257,1.395,77.873,0.00015,25.0,0.8066,5.809,0.036,-0.107,0.33,40.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-30
Gujranwala,Monsoon,7,29.1,80.0,10.0,968.2,1,148.767,22.863,0.381,0.2766,1.024,280.798,53.651,0.0857,0.0807,4.832,138.508,0.00079,71.0,1.0739,178.168,0.232,0.036,1.22,49.2,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-25
Gujranwala,Autumn_Harvest,10,20.8,71.0,5.7,981.6,13,112.644,5.881,0.07,0.3068,0.896,23.141,6.794,0.0,0.1609,2.562,112.644,6e-05,13.0,0.8638,2.805,0.106,-0.073,0.3,65.0,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-05
Gujranwala,Winter_Peak,11,14.1,92.0,9.0,992.4,14,107.99,24.801,1.201,0.1537,0.913,91.634,22.716,0.0124,0.1448,3.032,107.837,0.00045,87.0,0.876,52.563,0.102,-0.066,1.36,66.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-30
Gujranwala,Winter_Peak,11,17.9,78.0,7.8,991.7,19,107.039,27.932,0.876,0.1898,0.877,147.988,29.728,0.0255,0.2171,2.181,107.021,0.00062,103.0,0.8657,97.929,0.097,-0.072,1.72,61.0,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-30
Gujranwala,Winter_Peak,1,5.4,99.0,3.7,991.1,10,196.009,1.248,-0.014,0.3437,1.083,15.649,3.794,0.0,0.1218,4.484,172.126,2e-05,3.0,1.1385,0.767,0.351,0.065,0.99,135.0,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-05
Gujranwala,Summer,5,30.6,43.0,8.4,978.8,1,107.196,42.902,0.352,0.3253,0.904,347.569,54.982,0.1105,0.1731,3.099,107.195,0.00148,118.0,0.8596,260.339,0.096,-0.075,0.51,28.1,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2023-05-25
Gujranwala,Monsoon,7,32.3,73.0,2.9,976.7,4,211.19,3.853,-1.493,0.1732,1.012,22.096,6.06,0.0,0.0557,7.98,201.458,2e-05,13.0,0.9908,2.828,0.33,-0.005,0.7,32.2,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-07-25
Gujranwala,Autumn_Harvest,9,29.7,66.0,2.6,981.4,11,146.69,25.384,-0.245,0.3411,0.985,129.975,36.866,0.0144,0.0921,4.582,142.991,0.00039,79.0,1.0249,108.029,0.215,0.012,0.63,27.5,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-09-25
Gujranwala,Winter_Peak,12,9.7,90.0,7.1,987.7,13,65.958,8.006,0.278,0.304,0.829,96.276,22.581,0.007,0.2571,1.168,65.958,0.0006,25.0,0.7628,27.828,0.009,-0.135,0.32,92.0,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-10
Gujranwala,Summer,4,16.5,88.0,10.8,978.8,1,73.666,7.073,0.184,0.2429,0.751,27.21,10.386,0.0,0.3482,1.137,73.666,0.00011,16.0,0.6536,6.139,-0.012,-0.209,0.36,34.0,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-04-20
Gujranwala,Winter_Peak,11,18.5,63.0,8.9,983.4,4,106.17,9.885,1.934,0.1762,0.957,26.824,8.569,0.0,0.1077,3.011,105.514,0.0001,24.0,0.979,7.035,0.124,-0.011,0.08,30.0,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-01
Gujranwala,Monsoon,7,34.8,62.0,4.5,965.7,1,139.469,20.939,0.435,0.2831,0.972,336.611,53.953,0.0858,0.0816,4.817,138.222,0.00089,71.0,0.9889,182.986,0.19,-0.006,1.25,71.5,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-25
Gujranwala,Summer,6,31.6,40.0,8.4,968.2,2,108.818,3.627,-0.033,0.3188,0.855,37.974,7.861,0.0,0.2125,2.077,108.818,9e-05,12.0,0.7911,3.725,0.077,-0.117,0.54,39.7,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-20
Gujranwala,Summer,6,31.6,24.0,9.0,974.5,1,71.607,6.376,-0.056,0.3266,0.759,77.917,12.806,0.0,0.3336,1.114,71.607,0.00031,19.0,0.681,9.322,-0.005,-0.19,0.17,16.9,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-10
Gujranwala,Winter_Peak,1,11.8,80.0,5.4,989.8,9,180.968,2.67,-0.007,0.283,1.001,65.568,7.805,0.0,0.0639,6.61,174.759,8e-05,5.0,1.035,3.214,0.287,0.017,1.25,103.8,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-15
Gujranwala,Summer,5,26.7,38.0,10.0,976.7,2,114.393,33.441,0.705,0.2707,0.921,332.58,43.237,0.0525,0.1556,3.669,113.965,0.0013,89.0,0.8618,187.873,0.108,-0.074,0.41,24.1,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-05-18
Gujranwala,Winter_Peak,12,11.2,95.0,5.9,992.6,15,78.622,7.292,0.253,0.2786,0.939,50.566,17.86,0.003,0.1222,2.191,78.133,0.00031,21.0,0.9382,19.776,0.064,-0.032,0.72,59.8,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-01
Gujranwala,Summer,6,38.3,31.0,5.5,970.4,0,97.474,2.949,-0.038,0.3513,0.871,14.834,5.628,0.0,0.1895,1.978,97.474,5e-05,11.0,0.8198,2.012,0.069,-0.099,0.57,37.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-20
Gujranwala,Winter_Peak,11,18.8,64.0,8.3,983.9,5,117.754,11.29,1.992,0.1815,0.981,73.352,11.408,0.0,0.0578,4.858,116.434,0.00022,26.0,0.9822,10.593,0.147,-0.009,0.08,32.9,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-01
Gujranwala,Monsoon,8,27.7,95.0,5.1,974.8,2,116.556,16.098,1.202,0.2177,0.976,22.908,13.178,0.0025,0.0689,4.523,115.693,9e-05,53.0,0.9871,19.094,0.146,-0.006,0.73,35.0,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-08-05
Gujranwala,Winter_Peak,11,25.6,51.0,5.6,989.4,12,135.675,6.728,0.363,0.2704,1.024,14.426,5.575,0.0,0.0442,5.839,129.756,5e-05,17.0,1.0297,2.013,0.194,0.015,0.39,50.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-05
Gujranwala,Summer,5,33.1,22.0,8.4,974.8,3,108.526,31.85,0.684,0.2733,0.95,381.787,43.385,0.0633,0.1393,3.326,106.103,0.00166,80.0,0.899,169.644,0.109,-0.053,0.5,31.8,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-05-18
Gujranwala,Winter_Peak,11,23.0,46.0,6.5,987.8,7,102.808,3.937,1.325,0.2552,1.034,21.799,6.978,0.0,0.0841,3.134,94.459,0.0001,10.0,1.0883,3.02,0.138,0.042,0.27,28.5,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-25
Gujranwala,Summer,4,19.8,69.0,9.2,979.0,1,66.536,6.566,0.24,0.2794,0.719,48.499,10.921,0.0,0.4059,0.978,66.536,0.00021,14.0,0.5939,6.614,-0.039,-0.255,0.31,38.9,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-04-20
Gujranwala,Monsoon,7,29.9,77.0,9.1,976.9,0,178.118,12.694,-0.185,0.243,0.971,117.138,22.941,0.0,0.0755,6.067,177.517,0.00023,54.0,0.9882,50.998,0.265,-0.006,0.83,63.3,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-10
Gujranwala,Autumn_Harvest,10,30.0,48.0,3.2,989.6,11,126.645,4.286,0.186,0.3175,0.946,75.633,9.747,0.0,0.1185,3.424,126.309,0.00016,11.0,0.9629,5.053,0.159,-0.019,0.96,86.8,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-10-22
Gujranwala,Autumn_Harvest,9,34.3,64.0,9.9,980.1,11,127.972,16.627,1.168,0.2273,1.008,85.306,13.895,0.0048,0.0505,5.343,123.528,0.0003,54.0,0.997,20.139,0.17,-0.001,0.88,46.3,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-09-15
Gujranwala,Monsoon,8,26.9,94.0,4.6,977.9,1,103.34,19.145,1.549,0.2313,0.959,84.2,33.688,0.0366,0.2097,1.975,97.201,0.00043,52.0,1.0595,78.728,0.134,0.029,0.61,29.8,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-05
Gujranwala,Monsoon,7,30.3,83.0,4.0,974.4,2,158.457,11.29,-0.14,0.2258,1.0,138.866,21.949,0.0,0.028,8.396,156.178,0.00032,46.0,0.9991,40.771,0.23,-0.0,0.78,89.4,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-10
Gujranwala,Monsoon,8,25.9,96.0,5.8,976.6,1,157.151,17.998,0.72,0.2962,1.002,248.785,36.588,0.0577,0.0549,6.68,152.311,0.00064,59.0,1.0293,119.009,0.237,0.014,0.83,69.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-08-25
Gujranwala,Autumn_Harvest,10,31.6,39.0,10.0,985.0,13,114.916,5.136,0.033,0.2861,0.87,52.676,9.096,0.0,0.2094,2.226,114.916,0.00011,12.0,0.8455,4.95,0.104,-0.084,0.33,49.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-10-15
Gujranwala,Monsoon,8,33.9,63.0,4.0,976.3,0,91.984,16.738,1.492,0.2261,0.956,66.385,29.14,0.0362,0.1482,2.373,89.952,0.00042,46.0,1.004,56.751,0.101,0.002,0.7,41.2,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-05
Gujranwala,Summer,5,16.2,60.0,8.0,977.2,1,48.396,8.887,0.583,0.2691,0.68,99.377,25.304,0.0319,0.4586,0.706,48.396,0.00076,27.0,0.5428,32.591,-0.065,-0.296,0.29,24.7,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-05-01
Gujranwala,Winter_Peak,11,19.8,60.0,5.2,993.8,9,121.774,7.034,3.142,0.1727,0.946,61.055,9.281,0.0,0.1086,3.503,121.674,0.00016,14.0,0.8921,6.605,0.13,-0.057,0.6,84.3,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-20
Gujranwala,Winter_Peak,11,14.8,95.0,5.8,988.3,12,111.397,28.682,0.896,0.1904,0.931,139.208,28.373,0.0246,0.1326,3.341,110.851,0.00066,99.0,0.9176,84.978,0.119,-0.043,1.13,83.4,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-30
Gujranwala,Monsoon,7,35.0,57.0,4.6,971.7,1,180.487,20.029,0.624,0.3223,1.029,95.574,14.425,0.0223,0.1065,4.646,163.605,0.00019,46.0,1.1032,44.513,0.307,0.049,1.06,50.4,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-07-15
Gujranwala,Monsoon,8,35.1,46.0,5.0,977.5,0,76.257,10.098,1.29,0.2093,0.803,75.821,11.699,0.0,0.3152,1.242,76.257,0.0003,25.0,0.7774,8.679,0.027,-0.125,0.44,41.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-30
Gujranwala,Summer,6,27.2,33.0,7.7,974.3,0,69.754,5.881,-0.213,0.3287,0.721,34.434,11.05,0.0,0.3824,1.031,69.754,0.00013,20.0,0.6488,7.466,-0.017,-0.213,0.22,30.5,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-10
Gujranwala,Autumn_Harvest,10,25.9,61.0,4.3,987.2,13,118.052,3.761,0.188,0.3316,0.949,47.838,8.244,0.0,0.0993,3.557,118.001,0.00013,10.0,0.901,3.644,0.126,-0.052,1.33,140.2,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-10-22
Gujranwala,Summer,6,36.9,20.0,2.5,976.2,1,80.527,7.158,-0.076,0.2528,0.805,18.615,10.81,0.0,0.2749,1.362,80.527,8e-05,18.0,0.7321,7.746,0.02,-0.155,0.44,15.4,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2023-06-05
Gujranwala,Summer,5,43.0,12.0,7.8,967.6,0,62.518,9.485,1.178,0.258,0.73,95.626,23.957,0.0104,0.3749,0.94,62.518,0.00055,29.0,0.6325,39.435,-0.029,-0.225,0.18,10.6,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-05-28
Gujranwala,Winter_Peak,12,5.7,84.0,9.4,992.4,19,88.081,14.75,0.32,0.3331,0.964,67.893,24.983,0.0118,0.1513,2.148,84.816,0.00042,38.0,1.02,37.571,0.096,0.01,0.22,105.9,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-20
Gujranwala,Winter_Peak,12,7.1,90.0,8.5,991.7,9,91.044,15.248,0.292,0.3252,0.988,100.687,25.543,0.0114,0.0875,3.153,88.032,0.00062,38.0,0.997,38.074,0.098,-0.001,0.16,73.3,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-20
Gujranwala,Autumn_Harvest,9,26.5,76.0,6.5,979.9,10,50.698,2.688,0.003,0.2494,0.982,66.874,7.923,0.0,0.087,1.715,49.27,0.00099,6.0,0.9723,3.292,0.017,-0.014,0.35,33.6,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-09-28
Gujranwala,Autumn_Harvest,10,23.5,71.0,9.6,987.7,13,73.221,9.016,0.346,0.2709,0.76,63.369,19.556,0.0021,0.3567,1.125,73.221,0.00028,23.0,0.644,22.809,-0.016,-0.217,0.15,26.8,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-25
Gujranwala,Monsoon,8,32.4,70.0,5.1,976.9,0,156.99,18.034,0.739,0.2903,1.023,285.769,36.461,0.0567,0.0844,5.014,145.632,0.00074,57.0,1.0779,119.223,0.25,0.037,0.84,43.7,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-08-25
Gujranwala,Autumn_Harvest,10,23.5,71.0,9.6,987.7,11,69.988,8.734,0.332,0.2616,0.763,77.564,19.191,0.0018,0.3325,1.109,69.988,0.00035,22.0,0.6777,21.441,-0.008,-0.192,0.15,26.8,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-25
Gujranwala,Summer,6,30.2,26.0,9.2,974.6,0,66.769,5.391,-0.17,0.3109,0.681,15.174,10.308,0.0,0.4329,0.96,66.769,6e-05,19.0,0.5674,6.459,-0.049,-0.276,0.17,20.7,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-10
Gujranwala,Winter_Peak,12,11.2,74.0,6.0,986.8,8,113.795,7.366,-0.175,0.3228,1.03,51.542,9.629,0.0,0.1141,2.952,102.975,0.00018,18.0,1.1049,5.714,0.164,0.05,0.07,51.7,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-12-05
Gujranwala,Autumn_Harvest,9,30.0,78.0,6.5,974.4,8,92.247,11.514,0.654,0.2874,0.952,52.411,13.933,0.0015,0.1906,2.013,88.425,0.00025,27.0,1.0296,13.87,0.106,0.015,0.63,42.8,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-09-10
Gujranwala,Winter_Peak,1,8.8,96.0,3.3,993.3,12,179.378,2.627,-0.004,0.3325,1.073,63.694,7.748,0.0,0.1236,4.101,157.173,0.0001,6.0,1.0866,3.151,0.3,0.041,1.17,130.9,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-05
Gujranwala,Autumn_Harvest,10,16.5,88.0,8.4,987.2,15,74.339,8.743,0.365,0.2666,0.736,34.093,18.187,0.0009,0.3699,1.123,74.339,0.00013,23.0,0.6319,20.64,-0.019,-0.226,0.17,38.2,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-25
Gujranwala,Autumn_Harvest,10,26.7,48.0,3.8,983.6,12,68.718,7.558,1.11,0.2101,0.775,37.313,10.161,0.0,0.3258,1.104,68.718,0.00018,16.0,0.7184,6.353,0.002,-0.164,0.3,38.8,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2023-10-15
Gujranwala,Summer,6,34.7,40.0,20.6,970.7,1,102.293,3.383,-0.03,0.3544,0.892,34.704,7.29,0.0,0.1734,2.196,102.293,0.0001,10.0,0.8268,3.087,0.079,-0.095,0.48,35.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-20
Gujranwala,Monsoon,7,31.9,68.0,5.6,973.1,1,151.382,16.845,0.645,0.3221,1.021,56.539,11.457,0.0208,0.1267,3.524,136.944,0.00017,39.0,1.1054,29.549,0.245,0.05,1.15,55.2,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-07-15
Gujranwala,Winter_Peak,11,13.5,77.0,8.9,987.5,8,112.257,3.839,0.834,0.2231,0.978,17.877,6.801,0.0,0.0529,4.682,111.874,6e-05,11.0,0.9513,2.997,0.129,-0.025,0.39,98.7,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-25
Gujranwala,Summer,6,31.0,53.0,2.1,972.0,4,105.162,3.451,-0.054,0.3451,0.88,33.422,7.276,0.0,0.1904,2.138,105.162,9e-05,11.0,0.8095,3.16,0.078,-0.105,0.5,33.6,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-20
Gujranwala,Autumn_Harvest,10,23.8,60.0,9.4,983.4,6,107.965,5.244,0.037,0.3013,0.914,82.862,10.192,0.0,0.1381,2.727,107.958,0.00023,12.0,0.8691,5.76,0.1,-0.07,0.22,60.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-10-15
Gujranwala,Summer,5,23.3,74.0,8.6,978.1,2,106.213,42.848,0.463,0.3082,0.927,396.606,54.582,0.1148,0.1618,3.42,105.599,0.00173,115.0,0.8673,242.712,0.096,-0.071,0.72,43.0,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2023-05-25
Gujranwala,Winter_Peak,11,13.5,77.0,8.9,987.5,9,119.351,4.653,1.052,0.26,1.014,45.125,8.87,0.0,0.0536,4.859,114.232,0.00014,12.0,1.0419,4.636,0.163,0.021,0.39,98.7,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-25
Gujranwala,Monsoon,7,30.2,75.0,8.7,976.4,2,158.806,10.851,-0.075,0.2298,1.012,103.054,20.478,0.0,0.0936,4.552,148.336,0.00025,46.0,1.0706,39.53,0.252,0.034,0.78,67.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-10
Gujranwala,Summer,4,18.0,78.0,9.7,980.0,1,65.892,6.124,0.171,0.2895,0.703,24.118,10.001,0.0,0.3998,0.966,65.892,0.0001,14.0,0.6193,5.575,-0.03,-0.235,0.27,28.6,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-04-20
Gujranwala,Summer,6,39.4,32.0,9.4,971.1,0,107.953,3.41,-0.071,0.3219,0.89,26.567,6.796,0.0,0.1706,2.331,107.953,7e-05,11.0,0.8564,2.8,0.096,-0.077,0.5,37.5,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-20
Gujranwala,Winter_Peak,11,14.5,79.0,7.6,992.6,11,136.314,7.972,2.784,0.1998,0.982,82.557,10.918,0.0,0.0762,4.769,133.901,0.00018,16.0,0.941,9.12,0.171,-0.03,0.6,94.5,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-20
Gujranwala,Monsoon,7,29.0,85.0,5.4,977.1,1,182.679,3.087,-1.126,0.1926,1.008,20.909,5.655,0.0,0.0218,10.181,179.151,3e-05,11.0,1.0053,2.278,0.28,0.003,0.45,66.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-07-25
Gujranwala,Summer,6,31.6,24.0,9.0,974.5,1,61.215,5.278,-0.246,0.341,0.704,44.368,10.527,0.0,0.4206,0.886,61.215,0.00021,18.0,0.5795,6.636,-0.047,-0.266,0.17,16.9,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-06-10
Gujranwala,Winter_Peak,1,8.1,97.0,2.2,991.6,12,200.028,2.203,-0.024,0.2511,0.995,45.681,6.495,0.0,0.0744,6.684,193.619,5e-05,4.0,0.9562,2.235,0.294,-0.022,1.38,108.5,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-15
Gujranwala,Winter_Peak,11,13.9,76.0,8.7,987.3,12,110.611,4.247,1.181,0.2581,0.983,30.996,8.11,0.0,0.048,4.858,109.812,0.0001,11.0,0.9878,4.142,0.134,-0.006,0.34,88.2,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-11-25
Gujranwala,Monsoon,7,26.0,97.0,4.8,977.2,2,172.864,10.567,0.262,0.2223,1.016,129.364,22.069,0.0,0.0436,7.534,166.231,0.00027,42.0,1.0121,41.213,0.263,0.006,0.93,61.5,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2024-07-10
Gujranwala,Autumn_Harvest,9,25.2,90.0,0.5,975.4,6,106.62,12.55,0.385,0.309,0.98,27.666,13.765,0.0009,0.2078,2.096,97.311,0.00013,30.0,1.0942,13.546,0.147,0.045,0.72,51.8,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-09-10
Gujranwala,Winter_Peak,12,22.7,44.0,10.5,991.2,8,78.203,7.117,0.283,0.2974,0.96,44.56,17.709,0.0038,0.0872,2.681,77.577,0.0003,20.0,0.9339,18.574,0.062,-0.034,0.46,56.0,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-01
Gujranwala,Summer,5,27.2,32.0,10.2,968.3,1,68.33,11.437,2.751,0.2168,0.746,45.222,24.403,0.0145,0.3969,1.01,68.33,0.00035,29.0,0.6061,43.941,-0.033,-0.245,0.13,40.9,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2024-05-28
Gujranwala,Monsoon,8,31.6,78.0,5.2,976.8,3,139.936,14.146,0.412,0.332,1.041,23.248,13.256,0.0004,0.086,4.158,128.079,8e-05,38.0,1.0923,16.822,0.218,0.044,0.72,68.5,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-20
Gujranwala,Winter_Peak,1,13.4,75.0,7.1,988.3,11,205.323,2.565,-0.018,0.3235,1.034,60.382,7.482,0.0,0.057,7.689,193.609,6e-05,6.0,1.0477,2.96,0.341,0.023,0.86,98.3,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-15
Gujranwala,Winter_Peak,12,18.2,67.0,7.1,993.8,7,87.031,8.15,0.292,0.2679,0.966,79.927,20.459,0.0042,0.0864,2.996,85.901,0.00042,23.0,0.9473,23.811,0.081,-0.027,0.57,54.1,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-12-01
Gujranwala,Winter_Peak,11,15.0,94.0,6.6,988.7,13,115.929,29.993,0.918,0.1884,0.934,98.827,28.075,0.024,0.1187,3.857,115.55,0.00052,102.0,0.9103,89.212,0.125,-0.047,1.0,91.5,,2,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2023-11-30
Gujranwala,Winter_Peak,1,5.0,100.0,6.6,989.7,6,175.442,2.772,0.003,0.3495,1.032,70.363,8.104,0.0,0.1119,4.369,157.85,0.0001,6.0,1.1114,3.467,0.298,0.053,0.65,182.1,,3,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Winter_Peak_2024-01-05
Gujranwala,Monsoon,8,32.3,77.0,5.4,980.0,2,145.245,14.656,0.322,0.3508,0.99,23.23,13.207,0.0004,0.1043,4.106,139.367,6e-05,43.0,1.042,16.248,0.216,0.021,0.76,51.6,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Monsoon_2023-08-20
Gujranwala,Autumn_Harvest,10,18.7,83.0,4.4,984.9,13,102.398,4.466,0.07,0.2941,0.905,31.173,7.279,0.0,0.1609,2.315,102.397,9e-05,11.0,0.891,3.099,0.096,-0.058,0.32,50.9,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-10-15
Gujranwala,Autumn_Harvest,9,28.9,73.0,6.2,979.2,10,113.967,4.26,0.584,0.2398,0.958,58.996,8.282,0.0,0.144,2.7,111.526,0.00016,12.0,1.0126,3.791,0.146,0.006,0.54,53.4,,1,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Autumn_Harvest_2024-09-18
Gujranwala,Summer,6,36.5,28.0,10.4,978.4,1,90.686,8.15,0.02,0.2916,0.845,70.382,13.221,0.0,0.2443,1.641,90.686,0.00024,18.0,0.757,10.624,0.041,-0.138,0.45,26.6,,0,Copernicus CAMS via Open-Meteo (cached),Gujranwala_Summer_2023-06-05
